title,relevant_sentence,label
Tellispitza (Hauptgipfel),"Kletterschwierigkeiten gibt es hingegen nicht, das ist alles weniger als II. | T6",positiv
Bristen (3073 m) über Nordostgrat von Amsteg,"Nur an einigen Stellen ist die Klettereidirekt über den Grat etwas schwieriger und luftiger(bis II/II+), so dass eine Umgehung in der Flanke bei Bedarf einfacher ist. | T5 | II",positiv
Piz Starlera 2735m und Piz Grisch 3060m,Auch alle anderen Anstiege über die Grate sind nicht besonders schwierig: | T5 | WS- | I,positiv
Riffelhorn Ost-West-Überschreitung,"Sich an den dicken ""Matterhorntauen"" (angeblich wird das Riffelhorn als Matterhorn Trainingstour verwendet) nach unten hangeln oder einmal abseilen (40 m Seil reicht). | II",positiv
Spali das Horn,eine erste Seillänge lässt sich umgehen indem man im Spalt 5 m aufsteigt um dann 5 m nach rechts hinauszuqueren zu einem Stand. | T3 | V | L,positiv
Spitzli-Überschreitung,"Auch hier gibt es keinen einzigen Bohrhaken, es kann aber sehr gut an den zahlreichen Felszacken gesichert werden. | T3 | ZS- | III",positiv
Ruchälplistock und Jakobiger,"Die Aufstiegs-Passage hat gute, griffige Felsen und ist zudem bestens mit Stahlseilen gesichert. | T5 | I",positiv
Vom Oberalppass auf den Pazolastock,"Kurze felsige Passagen, stellenweise mit Ketten versichert. | T3",positiv
Piz Laviner / Piz Jenatsch,"mDer Westgrat ist gut gestuft und lässt sich einfach ersteigen, dem gelben Turm wichen wir in die Südflanke aus und auch weiter oben wichen wir mal noch in die Südflanke aus.½ Std. T4Gipfel Piz Laviner 3137 m – | T5 | II",positiv
Gross Düssi Bike&Hike,"Beim Einstieg zum Südgrat hängt wie bereits mehrfach beschrieben ein Fixseil (beim pinken Pfeil...).Kurz vor Seilende am besten rechts weg und dann wieder links, da findet sich schön gestuftes Gelände. | T5- | L",positiv
Piz Pischa 3171 m,"Der Piz Pischa ist ein einfach zu erreichender Gipfel, der Schwierigkeitsgrat liegt bei T3, in ca. 3 Std. ab dem Parkplatz zu erreichen. | T3",positiv
Flüela Wisshorn - über die Platte,"Meistens hat man die Wahl,direkt am Gratzu kletternoderaber mehr ineine der beiden Flankenauszuweichen. | T5 | II",positiv
"Fridlispitz, Riseten & Wageten Westgrat",Von diesen ist nur eine mit einem Bohrhacken abgesichert. | T4+ | IV,positiv
Tschinglenrunde mit Abkürzung Il Vonn,"Zwischendurch sind noch zwei Runsen zu queren, an einer Stelle wartet eine seilversicherte Stelle, auf welche mich ein wenig an den spornigen T5 Teil der Hörnli Westwand erinnerte. | T4",positiv
Via Alpina: Meiringen » Grindelwald (Etappe 10),"Anfangs ist der Weg noch wrw markiert, teilweise steinig, aber weder ausgesetzt noch schwierig. | T2",positiv
Zur der kleinen aber hübschen Dammahütte inkl. Klettersteig,"Der kurze, aber knackige Steig ist gut gesichert und machte Spass. | T4- | K2+",positiv
Madrisahorn (2826 m) durch die Nordflanke,"Im Abstieg habe ich von losem Schutt profitiert und kam so recht schnell auf eine Höhe hinab, auf welcher ich vergleichsweise einfach zum Schneetälli traversieren und dann zum Sattel östlich von P. 2721 aufsteigen konnte. | T5 | I | L",positiv
Hochtour Bächenstock - update,Dann einfach über denGratoder leicht links davon auf denBächenstock. | T4 | WS | II,positiv
Bergtour Isentaler Horn und Sassigrat,Der nachfolgende Schlussaufstieg zumHorn (1655 m)ist dann wieder einfacheres T3-Gelände. | T5-,positiv
Augstenhüreli 3026 m,"mVom See östlich ohne Höhenunterschied bis auf den Grat, am Zacken vorbei und den ersten Gratabschnitt gut gestuft aber steil runter. | T4",positiv
Berisal - Bortelhütten - Rosswald,"Es ist die kürzeste Route zur Hütte, recht steil, aber überall ungefährlich. | T3",positiv
Bergtour Schächentaler Windgällen,"Auch diese sind nun gut mit Tritten, Ketten und Stahlseilen entschärft. | T4+",positiv
Spali das Horn,mit 2-3 m Abständen der Bohrhaken ist diese Route sehr gut abgesichert.auf der Nordseite könnte man bequem abseilen. | T3 | V | L,positiv
Bristen (3073 m) über Nordostgrat von Amsteg,"Unschwierig geht es weiter über die beiden bewirtschafteten Hütten Alp Blacki und die Bristenhüttli, welche bei Bedarf auch einige Schlafplätze bietet, möchte man die Tour in zwei Tage aufteilen. | T5 | II",positiv
"Tibistock 2023m Überschreitung Nord-Süd, Diepen 2221m Überschreitung via Südostgrat, Rophaien 2078m",Mit Ausnahme der kurzen Legföhren-Passage nach dem Einstiegscouloir bestand der ganze Aufstieg aus spassigen Kraxeleien und gutgängigem Gehgelände. | T5+ | II,positiv
Windgällenhütte via Unters Furggeli,Hier muss in steilem Gelände eine Rinne abgestiegen werden. | T4,positiv
Schinhorn 3796 m - Westnordwestgrat,"Hier seilten wir an und liefen den Gletscher hinauf, was bei den aktuellen Bedingungen völlig unproblematisch war. | S- | IV",positiv
Calanda Überschreitung (Pfäfers - Tamins),"Die Nordkante des Berger Calandas hat mich im Vorfeld etwas beschäftigt, nun vor Ort lässt sich diese Stelle recht gut bezwingen (T5)",positiv
"Barrhorn ab Turtmann & zurück - ""Ultimative Wanderung reloaded""","Der Höhenweg zwischen Parkplatz und Turtmannhütte ist schöner als der Weg über den Stausee, gibt aber noch mehr Distanz und Höhenmeter. | T3+",positiv
Piz Starlera 2735m und Piz Grisch 3060m,"Geklettert werden muss eigentlich nie, doch ist die Route oft sehr steil über Grasbänder und einige Rinnen, Auf 2250m ging ich bei einer Kehre nach Osten zu früh direkt hinauf und verlor etwas Zeit für die Suche nach der richtigen Route. | T5 | WS- | I",positiv
Windgällenhütte via Unters Furggeli,"des Unter Furggeli, sonst max. T3. Einfach zu gehen, Weg einfach zu finden. | T4",positiv
Auf und rund um den Zindlenspitz (2098 m),Kurz vor dem Gipfelgrat durfte ich auch noch kurz kraxeln und kam schließlich am Gipfel an. | T4-,positiv
Schafbergkante und -chöpf,Die Kletterschwierigkeiten dürften nirgends über dem 3. Grad liegen. | T6 | S | 5b,positiv
Wassen - Engelberg,Südwand:die Route ist sehr gut mit Bohrhaken eingerichtet. | ZS | 3,positiv
Nel cuore del Ticino...,"Entlang dem gewundenen Grat, auf dem sich Gras- und Schrofenabschnitte und schöne Felspassagen abwechseln, gelangte ich über P. 2702 und P. 2780 vor den hohen und steilen NNW-Rücken zum 1. Corno bzw. zum Pizzo Canà, der von einem Rudel Steinböcke bewacht wurde. | T6 | WS+ | III",positiv
Fleckistock - der Dom von Uri,"Moderate Schwierigkeiten, die sich bei Bedarf mit Ausnahme des Gipfelaufbaus durchgehend in T4 bis max. T5- Gelände absolvieren lassen. | WS | II",positiv
Des Menschen Wille ist sein Himmelreich,Ketten – Klammern und Ketten – Ketten – Klammern und Ketten! | T5 | K2+,positiv
"Il Nes (2950 m), Corn Chamuotsch (3016 m) & Corn Suvretta (3071 m).","Steigeisen, Pickel und Helm hatte ich auch dabei, aber diese Utensilien kamen nicht zum Einsatz. | T4+",positiv
Spannende Tour via Schilt 2078 müM zur Salbithütte,Der Aufstieg durch denBannwaldwar sehr steil und zu unserer Überraschung ist der Pfad mitblauer Farbegutmarkiertzudem wurden die heiklen Stellen mit Drahtseilen oder sogar mit Leitern gut gesichert. | T5 | II,positiv
Mürtschenstock Ruchen,"Für die Stahlseilpassage gäbe es sogar eine Abseilstelle, das wäre nun aber die letzte Stelle, wo ich das Bedürfnis hätte das Seil rauszuholen. | T6- | II",positiv
Überschreitung Bristen via Etzlital,Für meinen Geschmack ist dieses Wändli sehr lohnend zu klettern! | ZS- | III,positiv
"Davos August 2024, 3|3: Seehora","Der sich nun anschliessende Abstieg ist anfangs etwas felsig-schuttig und steil, bietet jedoch keine Schwierigkeiten; | T3",positiv
Auf Naefs (Ab)wegen zum Unghür,Das ging recht angenehm – bis dahin ca. T5+. | T6 | II,positiv
"Ober Gabelhorn  - (kompletter Gabelhorngrat, Abstieg Wellenkuppe)",Den Weg aufsUnter Gabelhornfinden wir dank einigen Steinmännern gut auch im Dunkeln. | ZS+,positiv
Surettahorn (3027 m) ab Splügen,Auf der Passhöhe habe ich das Bike deponiert und bin auf dem markierten Weg via Bergseeli zum Lago Azzurro aufgestiegen. | T4+ | WS | L,positiv
Dufourspitze (4634 m),"Die Abseilstellen sind alle problemlos an den T-Stangen zu erkennen, wobei die zweite etwas ungünstig in einer Querung zu erreichen ist. | ZS- | II",positiv
Via Alpina: Altdorf (Brüsti) » Engelberg (Talstation Fürenalp) Etappe 7,"Der Weg ist sehr schön, etwas exponiert, aber durch die fast durchgehenden Sicherungen gut machbar. | T2",positiv
Überschreitung Ober Gabelhorn und Zinalrothorn,Die nächsten fast 4 Stunden klettern wir in stabilem Fels über den Rothorngrat auf den Gipfel. | T5 | S | V,positiv
Mont Mort bis Tête Rouge,"Den ersten Felsaufschwung, etwa in der Streckenmitte, kann man auf kurzem Weg westlich umgehen. | T4",positiv
Last Day of Summer: Roph[f]aien,"Wie schon des weiten und breiten beschrieben, ist der Abstieg und die Traverse über dieRote Chöpfbis zumSattel hinter dem Äbneter Stockstellenweise ausgesetzt aber überall grosszügig mit Drahtseilen versichert, sodass es mit den Seilen eigentlich als T3 durchgehen könnte. | T4",positiv
Calanda Überschreitung (Pfäfers - Tamins),Das nachfolgende Band - vielleicht aufgrund des Abkletterns von vorhin - erscheint uns weniger exponiert als erwartet. | T5 | III,positiv
Pizzo del Prévat SE-Grat,"Insgesamt gibt es 5 Abseilstellen, manche sogar mit luxuriösen Schnappern. | III",positiv
Ruchälplistock und Jakobiger,Bei der kurzen steilen Wand auf den Ruchälplistock hilft eine Kette (T5). | T5 | I,positiv
Flüela Wisshorn - über die Platte,"Von oben runter muss man sich trauen, nachher in Gegenrichtung geht es einfacher. | T5 | II",positiv
Spitzli-Überschreitung,Es kann gut an Felszacken bzw. mit Bandschlingen gesichert werden. | T3 | ZS- | III,positiv
Uri Rotstock 2929m,"An vielen Stellen sind die Hände hilfreich, aber schwierig ist es nirgendwo. | T4",positiv
Mont Mort bis Tête Rouge,Danach folgt einfacheres Gehgelände über den langgezogenen Bergrücken bis zum Tête Rouge. | T4,positiv
Ab Val Frisal direkter Aufstieg zur Bifertenhütte dann weiter zu den Muttenbergen,"Ich folgte dem jetzt wieder gut sichtbaren Pfad bis zum besagten Einstieg und wie der Älpler sagte, ist dort der Einstieg mit Seilen gesichert. | T4 | II",positiv
Überschreitung Schlieren und Uri Rotstock,Fazit: Eine landschaftlich beeindruckende Tour in eher gutmütigem T6-Gelände. | T6 | WS | II,positiv
Gesamter SO-Grat zum Piz Linard,"Wegfindung nicht immer einfach, am besten man bleibt wirklich immer am Grat, da ist der Fels erstaunlich gut. | T6 | ZS- | III",positiv
Einmal auf den höchsten Berg - Pizzo Centrale,"Das ist selbst im etwas steileren Schlussaufstieg, allenfalls im T4-Bereich. | T4 | WS | L",positiv
Tellispitza (Hauptgipfel),"Kletterschwierigkeiten gibt es hingegen nicht, das ist alles weniger als II. | T6",positiv
Blinnenhorn,Auf italienischer Seite sind im steileren Gelände Ketten vorhanden und in ein Schneefeld wurde ein Weg geschaufelt. | L,positiv
Dufourspitze (4634 m),"Zwischen Gipfel und der ersten T-Stange gilt es noch einen abdrängenden Gratblock zu umgehen, an einem Bohrhaken kann man die Umgehung sichern. | ZS- | II",positiv
Hoch Geissberg,"häufig sehr schmal, teilweise etwas zugewachsen (im Bereich von Wanneli), aber durchgehend sehr gut markiert und eine logische Wegführung (vor allem der letzte Teil vor dem Geissberggrätli), durchgehend sehr gut zu gehen. | T4-",positiv
Überschreitung Schlieren und Uri Rotstock,Zwei Schlüsselstellen auf abschüssigen Kalkplatten sind mit relativ neuen Seilen ausgerüstet. | T6 | WS | II,positiv
"Barrhorn ab Turtmann & zurück - ""Ultimative Wanderung reloaded""",Das Gässi ist sehr gut gesichert und auf relativ tiefer Höhe. | T3+,positiv
Gamsturm 1940m,"Immerhin dienen sie da und dort als Wegweiser und vermitteln das Gefühl, auf dem richtigen Weg zu sein. | T6 | V",positiv
Kreuzberg III - Breites Südrippli,"Der Kalkfels ist herrlich griffig und die Route klettergartenmässig abgesichert, vor allem in den IIIer Stellen stecken reichlich Haken. | III",positiv
Kreuzberg III - Breites Südrippli,"Oben steckt ein Haken, an dem man notfalls den ersten steilsten Teil abseilen könnte. | III",positiv
Überschreitung Bristen via Etzlital,"Hier folgt der lange Gang nach Norden, der vorerst in unschwierigem, aber teilweise unübersichtlichem Gelände rauf zum namenlosen Gipfel vor dem Zwächten führt. | ZS- | III",positiv
Morgenstund hat Gold im Mund - Open Air Schwyzerörgeli Konzert auf dem Grossen Mythen,"Für die Erstbesteiger im Jahre 1790 sah das natürlich komplett anders aus, gab es doch damals keinen Weg auf den Berg. | T3",positiv
Bristen,Dies ist einfacher als es von unten aussieht. | T5 | WS | II,positiv
Gamsturm 1940m,"Selbst das Abseilen funktioniere Problemlos und der T6 Grat zum Abschluss, war dann das Sahnehäubchen an Extravaganz. | T6 | V",positiv
Piz Vadret 3199 m / Piz da las Sterlas 3176 m,die einfach erreicht wird1 | T4,positiv
Arnigrat: ein toller Grasgrat - ideal für Aspiranten,Weg ist durchgehend ein T2 und nirgends auch nur im geringsten irgendwie ausgesetzt. | T3,positiv
mit em Stüssi übere Düssi,"der neue Zugang zum NW-Grat bietet den Vorteil, dass man keine Eisausrüstung mehr braucht. | WS+ | III",positiv
Augstenhüreli 3026 m,"Kurz vor dem Gipfel eine kurze luftige Passage, dann mit ein paar Handgriffen auf den höchsten engen Punkt. | T4",positiv
Dufourspitze (4634 m),"Bei sehr guten Bedingungen, wie wir die Tour vorfanden, kann die Tour tatsächlich als ""wenig schwierig"" eingestuft werden, wie hier einige hikr angeben. | ZS- | II",positiv
Gemsstock und St. Annafirn,"Dieser Aufstieg ist sicher die lohnendste Linie am Gemsstock: Direkt, logisch, abwechslungsreich und nirgends schwierig. | T4+ | L",positiv
Einmal auf den höchsten Berg - Pizzo Centrale,"Der Punkt P: 2476, wo der Centrale-Weg den blau-weissen verlässt, ist hingegen mit einem Steinmann gut markiert. | T4 | WS | L",positiv
Überschreitung Ruchälplistock und Jakobiger,"Für den zweiten Gipfel steigen wir über den Wanderweg kurz ab und klettern kann, dank einer Kette problemlos, über die plattige Wand hinauf zum Kreuz (T5, 2h15min).Der Abstieg und Weiterweg zum Jakobiger ist weiterhin gut blau weiss markiert und beinhaltet immer wieder kurze Kraxlereien (Fixseilen) und steile Wanderwegpassagen. | T5",positiv
Des Menschen Wille ist sein Himmelreich,Ab hier hängt der Himmel voller Ketten! | T5 | K2+,positiv
Europas „Nagelfluh-Summit“: Speer (Kletterweg),Es ist eigentlich nie sehr ausgesetzt. | T3 | K2,positiv
Ammertespitz (2613m),"Von Bergläger auf sehr einfachen und meist breiten Wegen bis nach Geils, wo sehr viele Lifte in alle Richtungen abgehen. | T4",positiv
St. Antönien - Klosters (Madrisahorn),Wir genossen besonders die Kraxeleien und den Anblick der Gämsen. | T5 | II,positiv
St. Antönien - Klosters (Madrisahorn),"Dann wohl nur T3.Schaffürggli - Station Madrisa - Klosters DorfWer will kann die Tour hier noch überBärnetverlängern, was nicht schwieriger erscheint als Sant Jaggem zuvor. | T5 | II",positiv
Calanda Überschreitung (Pfäfers - Tamins),Die Abseilstelle wäre mit einem Bergschuh! markiert. | T5 | III,positiv
Sunnig oder rund? Hauptsache Stock!,"II), dann durch einen Kamin zur fixen Reepschnur, die zwar gut an neuem Bohrhaken befestigt, aber nur dünn ist - also besser nicht voll reinhängen und auch aufpassen, dass man durch die Betätigung der Reepschnur keinen Selbst-Steinschlag auslöst! | T5 | II",positiv
Ab der Läntahüttte zum Piz Cassimoi und Pizzo Cassinelli,Anschliessend auf dem gleichen Weg zurück zum Ausgangspunkt. | T5+ | II,positiv
mit em Stüssi übere Düssi,es finden sich ein Paar Bohrhaken (allesamt mit einem Ring versehen). | WS+ | III,positiv
"Piz Morteratsch (3751 m), Überschreitung Ost - West","Es folgt Kraxelei und leichte Kletterei die Felsstufe hinauf in die Bovalscharte (roten Punkten folgen!), von der aus man sich an einem eingerichteten Stand ca. 15 m auf das westseitige Firnfeld abseilt. | WS | I",positiv
Ab der Läntahüttte zum Piz Cassimoi und Pizzo Cassinelli,"Ab dem Seeli geht der Weg über Blockfelder, Schutt und Geröll dann kurz vor dem Pass hat es einige gesicherte Stellen, die aber gut zu überwinden waren. | T5+ | II",positiv
Seehorn 2761 müM,"Der steile Aufstieg mit Blockkletterei machte Spass und Aron mit seinen kurzen Beinchen, hatte das bestens und ohne Schwierigkeiten gemeistert. | T4+",positiv
Les Diablons 3609m und Pointe d'Arpitettaz 3133m,Den schwierigsten Stellen kann man immer wieder ostseitig ausweichen. | T5 | II,positiv
Hochtour Bächenstock - update,"Ganz schön steil geht es rund 10 Meter über einen Felsen, das Fixseil leistet dabei gute Dienste. | T4 | WS | II",positiv
Vom Urnerboden zur Glattalp und zurück dazwischen Abstecher zum Märenspitz,"Wieder zurück amFirner Loch getraute ich mich nicht über das steile und rutschige Schneefeld abzusteigen, daher bin ich in der Spalte zwischen dem Schneefeld und Felswand runter gekraxelt, was erstaunlich gut ging. | T4",positiv
Windgällenhütte via Unters Furggeli,"Der folgende Abstieg vom Furggeli ist die Schlüsselstelle dieser Wanderung und die einzige Etappe, die wirklich T4-Niveau erreicht. | T4",positiv
Flüela Wisshorn - über die Platte,"Kaum zu glauben, dass ausgerechnet dieser 3000er ungewöhnlich einfach (max. T3) zu erwandern ist. | T5 | II",positiv
Nel cuore del Ticino...,"auf dem oberenWSW-Grat(Blöcke) zumWSW- Vorgipfel(Steinmann mit Stange), über denNW-RückenundGanne(Blöcke, Geröll) hinunter, und zuletzt durch das Tälchen (Stauden, Geröll) SE und E vomMotto della Fame(2119m) hinab zum vomPasso Fornale(2327m) herunter kommenden Bergweg, T5. | T6 | WS+ | III",positiv
Schafbergkante und -chöpf,Dieser ist gut erreichbar (T5). | T6 | S | 5b,positiv
Tellispitza (Hauptgipfel),"Aber schwierig ist es tatsächlich nicht, solo muss man sich auch keine Sorgen über Steinschlag machen. | T6",positiv
Morgenstund hat Gold im Mund - Open Air Schwyzerörgeli Konzert auf dem Grossen Mythen,"Mit gutem Schuhwerk, einer gesunden Kondition und Trittsicherheit ist der Bergweg eigentlich kein Problem, zumal der ganze Weg gut ausgebaut und gesichert ist. | T3",positiv
Nel cuore del Ticino...,"Wieder einfach weiter in etwas brüchigem Fels zuP. 2940undP. 2956, und in einen tiefen Einschnitt hinab. | T6 | WS+ | III",positiv
Chli Furkahorn,"Ich persönlich bin ein grosser Fan von kurzen, steinigen Touren im T4-Bereich, möglichst nicht zu ausgesetzt, aber möglichst kraxelig und weglos. | T4",positiv
Dufourspitze (4634 m),"Für die sechs Abseillängen à 20 m (eine 40 m Seil reicht!) sollte man sich auf jeden Fall warm anziehen, das Couloir ist normalerweise eine recht frostige Angelegenheit (bei uns dank Nullgradgrenze auf 4800 m nicht so sehr). | ZS- | II",positiv
Surettahorn (3027 m) ab Splügen,"So wenig steil, dass man mit einem guten Tempo fahren kann, oben war der Akku noch praktisch voll. | T4+ | WS | L",positiv
"Ruchälplistock, Jakobiger & Wichelpass","Der Gipfelaufschwung am Ruchälplistock fordert dann nochmals etwas Mut (steil, Seil vorhanden), geht aber ganz gut. | T5",positiv
Mont Mort bis Tête Rouge,Der Gipfelaufbau bietet dann teils über Blocksteine keine grossen Schwierigkeiten (T4 I). | T4,positiv
Von der Belalp zur Bettmeralp,Der Weg ist in der unteren Hälfte steiler als in der oberen und nicht schwierig. | T3,positiv
Nufenenstock - Nordgrat,"Dies geht zunächst ziemlich gut, da es nicht mehr so steil ist wie zuvor. | T5+ | II",positiv
Bergtour ab Fiescheralp zum Strahlhorn und Strahlgrat (Gipfelkreuz + Strahlgrat Premiere bei hikr),Auf der anderen Seite geht es ebenso wenig schwierig zum Südgipfel hinauf. | T5+ | WS | II,positiv
Sunnig oder rund? Hauptsache Stock!,Allerdings gibt eine lange Reepschnur im steilsten Abschnitt zumindest psychologisch etwas Sicherheit; | T5 | II,positiv
Windgällenhütte via Unters Furggeli,"Der Weg ist erst nur wenig steil und überwindet dann unschwierig ein kleines Felsband, wo wir auf eine verdatterte Herde Schafe treffen. | T4",positiv
Via Alpina: Meiringen » Grindelwald (Etappe 10),Ab Schwarzwaldalp ändert sich nun die Wegmarkierung von gelb auf wrw. | T2,positiv
Gross Spitzen und Wängihorn,"Bis hierhin T3, nirgends ausgesetzt, allerdings fast durchweg steil hinauf und bereits am Morgen in der Sonne. | T4-",positiv
Chli Bielenhorn via Schildchrötligrat,"Der Abstieg vom Gipfel zur Unteren Bielenlücke ist mit einer Kette entschärft, der Abstieg von der Unteren Bielenlücke recht steil, aber eigentlich nicht schwierig. | T4 | IV",positiv
Piz Pischa 3171 m,"Fazit: Eine einfache, und lohnende Tour, trotz der versperrten Ost-Aussicht durch den Piz Kesch. | T3",positiv
Überschreitung Ruchälplistock und Jakobiger,"Für den Gipfel-Aufstieg zum Jakobiger braucht es keine Hände und der Gipfel ist deutlich einfacher zu erklimmen (T4, 45min).Der abwechslungsreiche Abstieg zur Leutschachhütte ist mit einzelnen ausgesetzten Traversen, mehreren kurzen Kraxelstellen (Fixseile) sowie einem Gegenanstieg Richtung Chapferplanggenstock gespickt (T4, 1h).Bei der Leutschachhütte stehen wir vor dem Entscheid ""lange Pause machen"" oder ""Speed-Abstieg zum Anrisse in der Hoffnung, vor der Mittagspause der Bahn dort anzukommen"". | T5",positiv
"Piz Forbesch 3261,8m",Auch die letzten 100 Höhenmeter des Nordostgrates waren nicht mehr besonders schwierig und meist Gehgelände. | T5+ | WS | II,positiv
Via Alpina: Meiringen » Grindelwald (Etappe 10),"Im Undren Loichbiel ändert sich die Wegmarkierung auf gelb, Zeit die Stöcke wieder am Rucksack zu verstauen. | T2",positiv
Überschreitung Bristen via Etzlital,"Nach einer längeren Gipfel-Pause bei angenehmen Temperaturen steige ich über den einfacheren Nordostgrat (T5, II) ab, wobei ich mir einen Besuch am malerischen Bristenseeli nicht nehmen lasse. | ZS- | III",positiv
Pizzo del Prévat SE-Grat,"Mit einem 50 m Seil könnte man die Route komplett abseilen, wobei wir die zweite Abseilstelle von oben übersprungen haben, da ""nur"" T4-Gelände abzusteigen war. | III",positiv
Gross Windgällen 3187m - Ost- und Westgipfel,"Glücklicherweise ist zwischen dem Band und der darüberliegenden Wand ein waagerechter, schmaler Spalt, der sich gut für Klemmgeräte eignet. | ZS+ | III",positiv
"Ober Gabelhorn  - (kompletter Gabelhorngrat, Abstieg Wellenkuppe)",Der felsige Aufschwung zumDistelhorn(3457) in etwas losen Felsen ist nicht schwierig. | ZS+,positiv
Grassen (2946m),"(T4, 1h45min) | L",positiv
Überschreitung Bristen via Etzlital,"Hier folgt das Chlüserwändli, welches im dritten Grad entlang einiger rot markierter Bohrhaken zu erklettern ist. | ZS- | III",positiv
"Ober Gabelhorn  - (kompletter Gabelhorngrat, Abstieg Wellenkuppe)",Danach wieder etwas einfacher bis auf den Gipfel des Unter Gabelhorn. | ZS+,positiv
Überschreitung Ober Gabelhorn und Zinalrothorn,Die nächsten fast 4 Stunden klettern wir in stabilem Fels über den Rothorngrat auf den Gipfel. | T5 | S | V,positiv
Via Alpina: Meiringen » Grindelwald (Etappe 10),"Der Wanderweg wird nun etwas schmaler, aber immer gut begehbar und der Wald, durch den er führt macht das Wandern sehr angenehm. | T2",positiv
Vom Barrhorn bis Bishorn,"Nur eine kurze Kraxelstelle an der Hütte nach unten von ca. 7 Meter war nötig, danach war der Weg schön und einfach als T3.Bis Zinal waren es ca. 8,5km und 1600m Abstieg. | T4+",positiv
Munt Arlas,"- Im SAC-Führer ist von brüchigem Fels die Rede, was ich aber nicht bestätigen kann. | ZS+ | III",positiv
Rundtour vom Arnisee auf den Jakobiger (2505 m),"In einem Kamin gibt es eine erste Seilsicherung, die hier noch nicht wirklich nötig ist. | T5- | I",positiv
Überschreitung Bristen via Etzlital,"Stellenweise kommt auch dieser Abschnitt ziemlich lose und brüchig daher, allerdings nimmt die Ausgesetztheit nun kontinuierlich ab. | ZS- | III",positiv
Tour de Schafberg,die Route ist Top eingerichtet. | 4+,positiv
Einmal auf den höchsten Berg - Pizzo Centrale,"Jener von Westen ist eine gute, mit Steinmännern markierte Wegspur, ein T4.Nach dem Tritthorn/Gamsspitz bin ich via Sellabödeli zum Gloggentürmli ""gewandert"". | T4 | WS | L",positiv
Fasnachtsverschnidig am Gabchopf,"Allgemeines:Alpine, gut abgesicherte Kletterei auf den Gabchopf. | T4 | V+",positiv
"Krönten Ost - eine phänomenale, lange Gratüberschreitung","Dank guter Firnauflage ist der Abstieg bis zum Ende des Gletschers ein Genuss und ich bin froh, die Stöcke doch mitgenommen zu haben. | T6 | III",positiv
Piz Tumpiv 3101 müM,"Fazit:Für geübte Berg- und Alpinwanderer sicher ein Genuss, da der Schlussanstieg, je nach Verhältnisse der Schwierigkeitsgrad bestimm. | T5- | WS | II",positiv
Schildkrötengrat,Die Route ist durch die ausreichend vorhandenen Bohrhaken eigentlich gut zu finden. | 4,positiv
Fleckistock - der Dom von Uri,In einer etwas steilen Querungsstelle hilft nun noch ein weiteres Seil den Weg zu entschärfen. | WS | II,positiv
Piz da la Margna 3158 m,Mit den Ketten sind die heiklen Stellen entschärft und die Aussicht entschädigt jegliche Aufstiegsmühen. | T4,positiv
Tschinglenrunde mit Abkürzung Il Vonn,"Sind diese passiert, geht es auf einem Grasgrat weiter, bis dieser sich schließlich in einen Schiefergrat wandelt, und dort ein guter Wegspur hoch zum Mittagshore hochschlängelt. | T4",positiv
Westgrat 2980 m Piz Viluoch,Das Val Vilouch beginnt mit einem idyllischen «Weg» durch den Wald und verläuft sich oberhalb dem Wald im nichts. | T5 | I,positiv
Tellispitza (Hauptgipfel),"Der Weg steigt gemächlich durch wunderschöne Alpweiden, die nur von ein paar Schafen bevölkert waren, an. | T6",positiv
Uri Rotstock 2929m,"Schwierigkeit:Es handelt sich um eine klassische Alpinwanderung, die lang aber nicht besonders schwierig ist, alsoT4. | T4",positiv
Tierbergli-Klettersteig,Der Rest bis zur Kreuzung mit dem Hüttenweg istdann wieder einfach. | T4 | K4,positiv
"Ober Gabelhorn  - (kompletter Gabelhorngrat, Abstieg Wellenkuppe)",Der felsige Aufschwung zumDistelhorn(3457) in etwas losen Felsen ist nicht schwierig. | ZS+,positiv
"Radüner Rothorn, 3021 m","Da wir dieRothornfurggaanpeilten, stiegen wir weglos über Blockhalden und letzte Schnee- und Eisreste unter demPiz Radöntgegen dieRothorn Furggaan (nur dieser Abschnitt T4, ansonsten T3). | T4+",positiv
Bristen (3073 m) über Nordostgrat von Amsteg,Es gilt einenkleinen Turmein wenig luftig hoch- und auf der anderen Seite sehr flach abzuklettern (im Abstieg dann entsprechend umgekehrt). | T5 | II,positiv
Des Menschen Wille ist sein Himmelreich,"– Diese via ferrata ist neu, die Ketten und Eisenspangen sind keine rostigen Relikte auf dem letzten Jahrhundert. | T5 | K2+",positiv
"Chaiserstock, 2515m",Sehr gut mit Drahtseil abgesichert; | T4+ | I,positiv
Schafbergkante und -chöpf,"Beim Abstieg könnte man 2x abseilen, doch bei Trockenheit kann man auch gut abklettern. | T6 | S | 5b",positiv
Ab Val Frisal direkter Aufstieg zur Bifertenhütte dann weiter zu den Muttenbergen,"Die steilen Kletterpassagen sind zwar gut mit Ketten gesichert, aber mit einem Hund viel zu gefährlich. | T4 | II",positiv
Von Zinal auf die Tête de Milon,"Fazit:Der Weg zur Tracuithütte ist lang, wirklich lang, aber er befindet sich in einer zauberhaften Hochgebirgslandschaft und ist bis auf die letzten Meter nirgendwo wirklich schwierig. | T3 | L",positiv
Kreuzberg III - Breites Südrippli,Von diesem Parkplatz gelangten wir über Forst- und Alpwege zurück zur Talstation der Seilbahn. | III,positiv
